월급/경력,시급,월급/프로젝트,월급,월급/워라밸,일당,초과근무율,경력/나이,나이,거리,프로젝트/경력,현근속/총근속,근속/경력,프로젝트/교육출장,현회사근속년수,업무평가
1329.076923,41,3455.6,8639,2468.285714,959,11.91304348,0.235294118,25,28,0.307692308,0.8,0.307692308,0.571428571,2,보통
507.76,48,1813.428571,6347,4231.333333,1240,15.40372671,0.393442623,30,9,0.24,4.4,0.16,1.2,11,보통
400,41,1200,4200,933.3333333,1033,12.83229814,0.307692308,32,9,0.285714286,3.333333333,0.095238095,1.2,5,좋다
363.3684211,83,986.2857143,3452,1380.8,1316,16.34782609,0.197802198,45,29,0.315789474,4,0.105263158,1.2,6,보통
221.3846154,32,1233.428571,4317,1233.428571,364,4.52173913,0.493506494,38,3,0.153846154,1.2,0.102564103,1.2,3,좋다
478.5454545,75,752,2632,1052.8,438,5.440993789,0.163934426,30,18,0.545454545,3.333333333,0.181818182,0.666666667,5,보통
491.3684211,35,3112,4668,1037.333333,689,8.559006211,0.276923077,32,9,0.105263158,3.2,0.210526316,0.4,8,보통
376.9411765,84,915.4285714,3204,915.4285714,201,2.49689441,0.262295082,30,5,0.352941176,2,0.117647059,0.857142857,3,보통
418.4615385,35,1088,2720,777.1428571,1427,17.72670807,0.196721311,30,2,0.307692308,3.333333333,0.153846154,0.571428571,5,보통
799.1162791,91,6872.4,17181,6872.4,857,10.64596273,0.506024096,41,10,0.093023256,1.555555556,0.186046512,0.8,7,보통
298.4,94,639.4285714,2238,639.4285714,933,11.59006211,0.168674699,41,9,0.4,3.333333333,0.133333333,1.2,5,좋다
988.6666667,79,423.7142857,1483,423.7142857,1181,14.67080745,0.051282051,19,3,2,0.666666667,0.666666667,0.857142857,1,보통
273.4146341,54,1601.428571,5605,1601.428571,1395,17.32919255,0.49382716,40,26,0.146341463,8,0.097560976,1.2,20,보통
694.7619048,94,2084.285714,7295,2084.285714,662,8.223602484,0.281690141,35,1,0.285714286,2.857142857,0.285714286,0.857142857,10,보통
170.8148148,34,658.8571429,2306,1537.333333,1436,17.83850932,0.242990654,53,6,0.222222222,2.8,0.148148148,0.857142857,7,좋다
114.5365854,60,670.8571429,2348,1565.333333,194,2.409937888,0.43956044,45,9,0.146341463,6.8,0.097560976,1.2,17,보통
947.1578947,43,2570.857143,8998,2570.857143,967,12.01242236,0.276923077,32,8,0.315789474,2.571428571,0.315789474,1.2,9,보통
411.3333333,41,1234,4319,1234,1496,18.58385093,0.338983051,29,1,0.285714286,4,0.19047619,2,10,보통
584,34,2452.8,6132,1752,1169,14.52173913,0.194174757,51,7,0.19047619,0.4,0.19047619,0.8,1,보통
352.2105263,75,1338.4,3346,1338.4,1145,14.22360248,0.153846154,58,9,0.210526316,0.666666667,0.105263158,0.571428571,1,좋다
700.3225806,67,4342,10855,4342,630,7.826086957,0.37037037,40,4,0.129032258,3.428571429,0.193548387,0.8,12,보통
343.2307692,75,637.4285714,2231,637.4285714,303,3.763975155,0.173913043,34,2,0.461538462,2.666666667,0.153846154,0.857142857,4,보통
929.2,80,663.7142857,2323,663.7142857,1256,15.60248447,0.088888889,22,19,1.2,1.333333333,0.4,0.461538462,2,좋다
311.3846154,57,578.2857143,2024,1349.333333,691,8.583850932,0.218181818,27,9,0.461538462,1.333333333,0.153846154,2,2,보통
493.2727273,42,775.1428571,2713,1808.666667,440,5.465838509,0.175438596,28,21,0.545454545,3.333333333,0.181818182,1.2,5,보통
755.12,83,2097.555556,9439,6292.666667,334,4.149068323,0.208695652,57,24,0.32,1.428571429,0.24,1.6,5,보통
1710.666667,79,1026.4,2566,1026.4,1450,18.01242236,0.036363636,27,3,1.333333333,0.666666667,0.666666667,0.8,1,보통
926.7906977,53,5693.142857,19926,5693.142857,1452,18.03726708,0.415841584,50,11,0.139534884,0.909090909,0.23255814,0.545454545,5,보통
181.5555556,56,700.2857143,2451,700.2857143,465,5.776397516,0.313253012,41,14,0.222222222,6,0.074074074,1.2,9,보통
753.52,41,2691.142857,9419,2691.142857,1339,16.63354037,0.393442623,30,5,0.24,2.857142857,0.24,1.2,10,보통
694.88,59,3474.4,8686,1930.222222,702,8.720496894,0.311688312,38,1,0.16,3.2,0.16,0.8,8,좋다
357.4117647,43,868,3038,868,120,1.49068323,0.246153846,32,6,0.352941176,3.333333333,0.117647059,1.2,5,좋다
470.4615385,51,873.7142857,3058,1223.2,1157,14.37267081,0.218181818,27,17,0.461538462,3.333333333,0.153846154,0.857142857,5,보통
1550,100,1550,2325,516.6666667,602,7.47826087,0.051282051,19,1,0.666666667,0,0.666666667,0.181818182,0,좋다
154.6666667,30,596.5714286,2088,835.2,1480,18.38509317,0.356164384,36,3,0.222222222,5.333333333,0.074074074,0.857142857,8,보통
245.76,66,877.7142857,3072,877.7142857,111,1.378881988,0.393442623,30,9,0.24,4.8,0.16,0.666666667,12,보통
526.9473684,30,1430.285714,5006,1112.444444,1268,15.7515528,0.197802198,45,4,0.315789474,2,0.210526316,0.857142857,5,보통
218.3076923,67,1216.285714,4257,1216.285714,713,8.857142857,0.336283186,56,8,0.153846154,1.333333333,0.051282051,0.857142857,2,보통
555.5555556,90,714.2857143,2500,555.5555556,134,1.664596273,0.119402985,33,2,0.666666667,2,0.222222222,1.2,3,보통
734.6666667,47,440.8,1102,440.8,303,3.763975155,0.051282051,19,2,1.333333333,0.666666667,0.666666667,0.571428571,1,좋다
426.6530612,92,2986.571429,10453,2986.571429,526,6.534161491,0.516129032,46,1,0.12244898,6.857142857,0.12244898,1.2,24,좋다
915.2,75,653.7142857,2288,653.7142857,1380,17.14285714,0.051948052,38,9,1.2,1.333333333,0.4,0.857142857,2,보통
523.8666667,95,1122.571429,3929,1122.571429,140,1.739130435,0.222222222,31,12,0.4,2.666666667,0.133333333,6,4,좋다
243.2631579,95,660.2857143,2311,660.2857143,629,7.813664596,0.260869565,34,27,0.315789474,2,0.105263158,0.857142857,3,보통
697.7777778,70,897.1428571,3140,1256,1356,16.8447205,0.096385542,41,20,0.666666667,2.666666667,0.222222222,0.545454545,4,좋다
670.9090909,86,1476,3690,1476,328,4.074534161,0.099009901,50,1,0.363636364,2,0.181818182,0.8,3,보통
809.0909091,57,988.8888889,4450,1271.428571,1084,13.46583851,0.093457944,53,13,0.727272727,1.6,0.363636364,1.142857143,4,보통
324.2352941,72,787.4285714,2756,787.4285714,931,11.56521739,0.23880597,33,14,0.352941176,5.333333333,0.117647059,0.545454545,8,보통
885.255814,46,5438,19033,5438,989,12.28571429,0.518518519,40,4,0.139534884,3.636363636,0.23255814,1.2,20,보통
512.9315068,61,4160.444444,18722,5349.142857,692,8.596273292,0.648648649,55,14,0.109589041,4.363636364,0.136986301,1.142857143,24,보통
909.2380952,45,3818.8,9547,3818.8,1069,13.27950311,0.289855072,34,2,0.19047619,4,0.19047619,0.8,10,보통
638.7906977,98,3924,13734,3924,313,3.888198758,0.40776699,51,3,0.139534884,1.555555556,0.186046512,0.461538462,7,보통
579.6811594,65,7999.6,19999,5714,699,8.683229814,0.647619048,52,1,0.057971014,6,0.144927536,0.363636364,33,보통
303.8666667,99,651.1428571,2279,911.6,894,11.10559006,0.254545455,27,9,0.4,4.666666667,0.133333333,1.2,7,보통
696,50,2366.4,5916,1690.285714,556,6.906832298,0.225352113,35,23,0.235294118,0.4,0.235294118,1.333333333,1,보통
278.5333333,37,464.2222222,2089,464.2222222,1344,16.69565217,0.16091954,43,7,0.533333333,3.333333333,0.133333333,1.142857143,5,보통
746.3111111,65,6716.8,16792,4797.714286,1195,14.8447205,0.483516484,45,2,0.088888889,4.444444444,0.177777778,1.333333333,20,좋다
419.2941176,65,792,3564,1425.6,290,3.602484472,0.213333333,37,21,0.470588235,5.333333333,0.117647059,1.142857143,8,보통
421.4285714,37,1264.285714,4425,1264.285714,138,1.714285714,0.281690141,35,2,0.285714286,2.4,0.19047619,0.545454545,6,보통
457.826087,36,1504.285714,5265,1504.285714,926,11.50310559,0.258823529,42,21,0.260869565,2,0.173913043,0.545454545,5,보통
451.9310345,88,1872.285714,6553,1872.285714,1261,15.66459627,0.363636364,38,2,0.206896552,0.4,0.137931034,0.857142857,1,보통
659.0526316,54,1788.857143,6261,4174,1084,13.46583851,0.233766234,38,29,0.315789474,2.8,0.210526316,0.857142857,7,보통
661.2307692,60,1719.2,4298,1228,472,5.863354037,0.218181818,27,1,0.307692308,0.8,0.307692308,1.333333333,2,보통
907.2,92,1944,6804,1944,1002,12.44720497,0.141414141,49,18,0.4,2.8,0.266666667,6,7,보통
693.6363636,43,1090,3815,847.7777778,878,10.9068323,0.144927536,34,10,0.545454545,3.333333333,0.181818182,0.666666667,5,보통
176.8387097,99,783.1428571,2741,609.1111111,905,11.24223602,0.37037037,40,19,0.193548387,2.8,0.129032258,1.2,7,보통
381.3142857,70,1906.571429,6673,1906.571429,1180,14.65838509,0.441558442,38,29,0.171428571,0.4,0.114285714,1.2,1,보통
727.5238095,35,2182.571429,7639,3055.6,121,1.50310559,0.338983051,29,27,0.285714286,2.857142857,0.285714286,0.857142857,10,좋다
517.3333333,60,517.3333333,2328,931.2,1136,14.11180124,0.177777778,22,5,0.888888889,2.666666667,0.222222222,1.6,4,보통
253.2941176,73,615.1428571,2153,615.1428571,635,7.888198758,0.219178082,36,18,0.352941176,5.333333333,0.117647059,1.2,8,보통
886.5454545,63,1950.4,4876,3250.666667,1151,14.29813665,0.12345679,40,9,0.363636364,1.2,0.363636364,0.363636364,3,보통
536.9142857,97,2684.571429,9396,2684.571429,644,8,0.365591398,46,1,0.171428571,1.142857143,0.171428571,0.857142857,4,보통
